time,open,high,low,close,tick_volume,spread,real_volume,volume
2025-05-28 14:45:00,1.34839,1.34839,1.34758,1.34791,791,6,0,791
2025-05-28 15:00:00,1.34791,1.34839,1.34688,1.34699,723,6,0,723
2025-05-28 15:15:00,1.34699,1.34765,1.34698,1.34739,816,6,0,816
2025-05-28 15:30:00,1.34739,1.3476,1.34656,1.34698,928,6,0,928
2025-05-28 15:45:00,1.34698,1.34751,1.34666,1.34689,761,6,0,761
2025-05-28 16:00:00,1.34689,1.34729,1.34636,1.34657,969,6,0,969
2025-05-28 16:15:00,1.34657,1.34703,1.34586,1.34589,906,6,0,906
2025-05-28 16:30:00,1.34589,1.34609,1.34497,1.34551,1121,6,0,1121
2025-05-28 16:45:00,1.3455,1.34683,1.34525,1.34664,1111,6,0,1111
2025-05-28 17:00:00,1.3467,1.34859,1.3467,1.34816,1251,6,0,1251
2025-05-28 17:15:00,1.34817,1.34874,1.34794,1.34855,941,6,0,941
2025-05-28 17:30:00,1.34856,1.34882,1.34842,1.34874,1026,6,0,1026
2025-05-28 17:45:00,1.34875,1.34889,1.34631,1.34708,1688,7,0,1688
2025-05-28 18:00:00,1.34708,1.34753,1.34651,1.34652,1183,6,0,1183
2025-05-28 18:15:00,1.34655,1.34678,1.34592,1.3466,980,6,0,980
2025-05-28 18:30:00,1.3466,1.34671,1.34538,1.34592,850,6,0,850
2025-05-28 18:45:00,1.34592,1.34626,1.3458,1.34592,715,6,0,715
2025-05-28 19:00:00,1.34592,1.34734,1.34591,1.34721,654,6,0,654
2025-05-28 19:15:00,1.34721,1.34741,1.34698,1.34711,625,6,0,625
2025-05-28 19:30:00,1.34707,1.34723,1.34672,1.34698,669,6,0,669
2025-05-28 19:45:00,1.34698,1.34745,1.34661,1.34744,807,6,0,807
2025-05-28 20:00:00,1.34744,1.34782,1.34725,1.34781,752,6,0,752
2025-05-28 20:15:00,1.34781,1.34792,1.3474,1.34741,541,6,0,541
2025-05-28 20:30:00,1.34738,1.34768,1.34695,1.34731,671,6,0,671
2025-05-28 20:45:00,1.34731,1.34743,1.34681,1.34693,488,6,0,488
2025-05-28 21:00:00,1.34701,1.34756,1.34674,1.34735,527,6,0,527
2025-05-28 21:15:00,1.34737,1.34739,1.34637,1.34641,507,6,0,507
2025-05-28 21:30:00,1.34641,1.3465,1.34617,1.34642,478,6,0,478
2025-05-28 21:45:00,1.34642,1.34717,1.34627,1.34692,791,6,0,791
2025-05-28 22:00:00,1.34692,1.34706,1.34662,1.34678,450,6,0,450
2025-05-28 22:15:00,1.34678,1.34704,1.34651,1.34653,465,6,0,465
2025-05-28 22:30:00,1.34652,1.3467,1.34629,1.34658,548,6,0,548
2025-05-28 22:45:00,1.34658,1.34668,1.34621,1.34641,447,6,0,447
2025-05-28 23:00:00,1.34641,1.34705,1.34639,1.34671,349,7,0,349
2025-05-28 23:15:00,1.34671,1.34708,1.34671,1.34703,266,7,0,266
2025-05-28 23:30:00,1.34703,1.34706,1.34666,1.34677,270,7,0,270
2025-05-28 23:45:00,1.34677,1.34687,1.34652,1.34683,200,15,0,200
2025-05-29 00:00:00,1.34632,1.34632,1.34631,1.34631,11,119,0,11
