time,open,high,low,close,tick_volume,spread,real_volume,volume
2025-07-31 18:00:00,1.14443,1.14497,1.14281,1.143,3625,2,0,3625
2025-07-31 19:00:00,1.143,1.14328,1.14214,1.14224,2906,2,0,2906
2025-07-31 20:00:00,1.14224,1.14244,1.14149,1.14195,2003,2,0,2003
2025-07-31 21:00:00,1.14195,1.1433,1.14155,1.14266,1759,2,0,1759
2025-07-31 22:00:00,1.14263,1.14318,1.14121,1.14125,2044,2,0,2044
2025-07-31 23:00:00,1.14123,1.1418,1.14094,1.14144,1412,3,0,1412
2025-08-01 00:00:00,1.14145,1.14181,1.14142,1.14159,347,24,0,347
2025-08-01 01:00:00,1.14159,1.14227,1.14149,1.14175,1041,3,0,1041
2025-08-01 02:00:00,1.14175,1.1426,1.14116,1.14218,1556,2,0,1556
2025-08-01 03:00:00,1.14218,1.14289,1.14156,1.14244,2401,2,0,2401
2025-08-01 04:00:00,1.14243,1.14287,1.14049,1.14071,2473,2,0,2473
2025-08-01 05:00:00,1.14072,1.14149,1.14057,1.14111,1986,2,0,1986
2025-08-01 06:00:00,1.14111,1.14221,1.14103,1.14184,1557,2,0,1557
2025-08-01 07:00:00,1.14184,1.14214,1.14155,1.14192,1234,2,0,1234
2025-08-01 08:00:00,1.14192,1.14347,1.14161,1.14306,1717,2,0,1717
2025-08-01 09:00:00,1.14306,1.14378,1.14261,1.1429,2338,2,0,2338
2025-08-01 10:00:00,1.14292,1.1434,1.14126,1.14188,2847,2,0,2847
2025-08-01 11:00:00,1.14187,1.14204,1.14054,1.14064,2276,2,0,2276
2025-08-01 12:00:00,1.14064,1.14126,1.13931,1.14008,2130,2,0,2130
2025-08-01 13:00:00,1.14009,1.14175,1.14009,1.14121,2214,2,0,2214
2025-08-01 14:00:00,1.14121,1.14223,1.14042,1.14046,2283,2,0,2283
2025-08-01 15:00:00,1.14046,1.15585,1.13914,1.15453,8079,2,0,8079
2025-08-01 16:00:00,1.15458,1.15831,1.15369,1.15585,8895,2,0,8895
2025-08-01 17:00:00,1.15601,1.15877,1.15508,1.1556,8653,2,0,8653
2025-08-01 18:00:00,1.15558,1.15651,1.15359,1.15543,4245,2,0,4245
2025-08-01 19:00:00,1.15543,1.15645,1.15379,1.15392,3021,2,0,3021
2025-08-01 20:00:00,1.15392,1.15392,1.15164,1.15267,3162,2,0,3162
2025-08-01 21:00:00,1.15268,1.15478,1.15216,1.15256,2624,2,0,2624
2025-08-01 22:00:00,1.15257,1.15821,1.15236,1.15687,3995,2,0,3995
2025-08-01 23:00:00,1.1569,1.15968,1.15685,1.15952,2109,3,0,2109
2025-08-04 00:00:00,1.15911,1.15954,1.15874,1.15884,687,24,0,687
2025-08-04 01:00:00,1.15892,1.15956,1.15783,1.15839,1964,3,0,1964
