time,open,high,low,close,tick_volume,spread,real_volume,volume
2025-05-28 14:00:00,0.6441,0.64419,0.6437,0.6437,403,4,0,403
2025-05-28 14:15:00,0.6437,0.6439,0.64351,0.6439,355,4,0,355
2025-05-28 14:30:00,0.6439,0.64403,0.64372,0.64391,417,4,0,417
2025-05-28 14:45:00,0.64391,0.64391,0.64347,0.64368,413,4,0,413
2025-05-28 15:00:00,0.64373,0.6439,0.64331,0.64336,493,4,0,493
2025-05-28 15:15:00,0.64335,0.64388,0.64334,0.64343,516,4,0,516
2025-05-28 15:30:00,0.64343,0.64361,0.64279,0.64297,628,4,0,628
2025-05-28 15:45:00,0.64297,0.64316,0.64208,0.64214,693,4,0,693
2025-05-28 16:00:00,0.64214,0.64237,0.64115,0.64119,806,4,0,806
2025-05-28 16:15:00,0.64119,0.64169,0.641,0.64106,655,4,0,655
2025-05-28 16:30:00,0.64106,0.64153,0.64099,0.6413,876,4,0,876
2025-05-28 16:45:00,0.6413,0.64183,0.6411,0.6413,829,4,0,829
2025-05-28 17:00:00,0.64133,0.64282,0.64131,0.64262,972,4,0,972
2025-05-28 17:15:00,0.64261,0.64277,0.64203,0.64245,766,4,0,766
2025-05-28 17:30:00,0.64246,0.64269,0.6422,0.64243,818,4,0,818
2025-05-28 17:45:00,0.64242,0.64249,0.64138,0.64236,1176,4,0,1176
2025-05-28 18:00:00,0.64236,0.64254,0.6419,0.64191,819,4,0,819
2025-05-28 18:15:00,0.64192,0.64217,0.64167,0.64198,730,4,0,730
2025-05-28 18:30:00,0.64198,0.64204,0.64135,0.64148,677,4,0,677
2025-05-28 18:45:00,0.64148,0.6418,0.64139,0.64159,533,4,0,533
2025-05-28 19:00:00,0.64159,0.64198,0.64159,0.64193,442,4,0,442
2025-05-28 19:15:00,0.64193,0.64223,0.64188,0.64209,376,4,0,376
2025-05-28 19:30:00,0.64209,0.64224,0.64195,0.64221,320,4,0,320
2025-05-28 19:45:00,0.64221,0.64224,0.64203,0.64219,365,4,0,365
2025-05-28 20:00:00,0.64219,0.64263,0.64213,0.64262,355,4,0,355
2025-05-28 20:15:00,0.64262,0.64287,0.6426,0.6427,344,4,0,344
2025-05-28 20:30:00,0.64269,0.64287,0.64252,0.64264,314,4,0,314
2025-05-28 20:45:00,0.64264,0.64278,0.64253,0.6426,301,4,0,301
2025-05-28 21:00:00,0.64259,0.64295,0.64245,0.64286,278,4,0,278
2025-05-28 21:15:00,0.64287,0.64288,0.64228,0.6423,330,4,0,330
2025-05-28 21:30:00,0.64232,0.64245,0.64223,0.64233,315,4,0,315
2025-05-28 21:45:00,0.64233,0.64264,0.64223,0.64252,494,4,0,494
2025-05-28 22:00:00,0.64252,0.64266,0.64236,0.64251,442,4,0,442
2025-05-28 22:15:00,0.64251,0.64259,0.64228,0.64233,291,4,0,291
2025-05-28 22:30:00,0.64233,0.64254,0.64226,0.64254,315,4,0,315
2025-05-28 22:45:00,0.64254,0.64258,0.64226,0.64245,396,4,0,396
2025-05-28 23:00:00,0.64245,0.64273,0.64237,0.64258,211,5,0,211
2025-05-28 23:15:00,0.64258,0.64283,0.64254,0.64282,209,5,0,209
2025-05-28 23:30:00,0.64282,0.64288,0.64267,0.64282,198,5,0,198
2025-05-28 23:45:00,0.64282,0.64282,0.64254,0.64267,116,10,0,116
2025-05-29 00:00:00,0.64163,0.6424,0.64163,0.64207,24,41,0,24
2025-05-29 00:15:00,0.64207,0.64233,0.64207,0.64214,25,47,0,25
2025-05-29 00:30:00,0.64214,0.64215,0.64183,0.64202,81,42,0,81
2025-05-29 00:45:00,0.64202,0.64218,0.64189,0.64211,80,34,0,80
2025-05-29 01:00:00,0.64211,0.64263,0.64198,0.64261,168,5,0,168
2025-05-29 01:15:00,0.64262,0.64272,0.64253,0.6426,183,4,0,183
2025-05-29 01:30:00,0.64259,0.64291,0.64259,0.64281,160,4,0,160
2025-05-29 01:45:00,0.64281,0.64334,0.64264,0.64313,238,4,0,238
2025-05-29 02:00:00,0.64313,0.64339,0.64262,0.64312,511,4,0,511
2025-05-29 02:15:00,0.64312,0.64357,0.64305,0.64329,527,4,0,527
2025-05-29 02:30:00,0.64332,0.64342,0.64101,0.64101,942,4,0,942
2025-05-29 02:45:00,0.64101,0.64325,0.64101,0.64222,840,4,0,840
2025-05-29 03:00:00,0.6422,0.64283,0.64176,0.64183,1243,4,0,1243
2025-05-29 03:15:00,0.64185,0.6427,0.64147,0.64255,995,4,0,995
2025-05-29 03:30:00,0.64255,0.64262,0.6419,0.6421,922,4,0,922
2025-05-29 03:45:00,0.6421,0.6426,0.64182,0.64203,903,4,0,903
2025-05-29 04:00:00,0.64202,0.64239,0.64139,0.64204,1120,4,0,1120
2025-05-29 04:15:00,0.64205,0.64217,0.6407,0.64159,764,4,0,764
2025-05-29 04:30:00,0.64159,0.64192,0.64108,0.64139,709,4,0,709
2025-05-29 04:45:00,0.64139,0.6421,0.64097,0.64207,739,4,0,739
2025-05-29 05:00:00,0.64206,0.64209,0.64076,0.64113,687,4,0,687
2025-05-29 05:15:00,0.64113,0.64163,0.64105,0.64139,605,4,0,605
2025-05-29 05:30:00,0.64139,0.64228,0.6413,0.64216,639,4,0,639
2025-05-29 05:45:00,0.64216,0.64233,0.64171,0.64176,672,4,0,672
2025-05-29 06:00:00,0.64176,0.64191,0.64125,0.64181,580,4,0,580
2025-05-29 06:15:00,0.64182,0.64235,0.6417,0.64221,574,4,0,574
2025-05-29 06:30:00,0.6422,0.64247,0.64208,0.64222,490,4,0,490
2025-05-29 06:45:00,0.64222,0.64252,0.64203,0.64244,533,4,0,533
2025-05-29 07:00:00,0.64243,0.64243,0.64191,0.64223,491,4,0,491
2025-05-29 07:15:00,0.64223,0.64261,0.64219,0.64254,420,4,0,420
2025-05-29 07:30:00,0.64254,0.64308,0.64249,0.64302,472,4,0,472
2025-05-29 07:45:00,0.64302,0.64312,0.64277,0.64301,433,4,0,433
2025-05-29 08:00:00,0.64301,0.64301,0.64234,0.64241,465,4,0,465
2025-05-29 08:15:00,0.64241,0.64269,0.64223,0.64226,370,4,0,370
2025-05-29 08:30:00,0.64225,0.64256,0.64206,0.64216,518,4,0,518
2025-05-29 08:45:00,0.64211,0.64228,0.64166,0.64223,655,4,0,655
2025-05-29 09:00:00,0.64223,0.64249,0.64184,0.64249,722,4,0,722
2025-05-29 09:15:00,0.64249,0.64382,0.64235,0.64381,839,4,0,839
2025-05-29 09:30:00,0.64381,0.64421,0.64318,0.64328,700,4,0,700
2025-05-29 09:45:00,0.64328,0.64358,0.64311,0.64318,726,4,0,726
2025-05-29 10:00:00,0.64318,0.64401,0.64311,0.64397,894,4,0,894
2025-05-29 10:15:00,0.64396,0.64434,0.64374,0.64413,632,4,0,632
2025-05-29 10:30:00,0.64412,0.64455,0.64393,0.64455,593,4,0,593
2025-05-29 10:45:00,0.64455,0.64491,0.64443,0.64486,535,4,0,535
2025-05-29 11:00:00,0.64488,0.64494,0.64446,0.64467,622,4,0,622
2025-05-29 11:15:00,0.64467,0.64467,0.64369,0.64373,543,4,0,543
2025-05-29 11:30:00,0.64373,0.64388,0.64346,0.64363,490,4,0,490
2025-05-29 11:45:00,0.64364,0.64393,0.64351,0.64365,453,4,0,453
2025-05-29 12:00:00,0.64365,0.64393,0.6436,0.64365,409,4,0,409
2025-05-29 12:15:00,0.64365,0.64412,0.64355,0.6441,487,4,0,487
2025-05-29 12:30:00,0.64409,0.64474,0.64406,0.64459,548,4,0,548
2025-05-29 12:45:00,0.64459,0.6446,0.64408,0.64417,476,4,0,476
2025-05-29 13:00:00,0.64418,0.64443,0.64391,0.64403,536,4,0,536
2025-05-29 13:15:00,0.64403,0.64469,0.64385,0.64455,521,4,0,521
2025-05-29 13:30:00,0.64454,0.64465,0.64392,0.64431,486,4,0,486
2025-05-29 13:45:00,0.64434,0.64438,0.64409,0.64424,493,4,0,493
2025-05-29 14:00:00,0.64423,0.64436,0.64382,0.6439,418,4,0,418
2025-05-29 14:15:00,0.6439,0.64397,0.64351,0.64364,397,4,0,397
2025-05-29 14:30:00,0.64364,0.64417,0.64359,0.64362,573,4,0,573
2025-05-29 14:45:00,0.64362,0.64371,0.64318,0.64335,475,4,0,475
2025-05-29 15:00:00,0.64335,0.64441,0.64331,0.64437,823,4,0,823
2025-05-29 15:15:00,0.64437,0.64466,0.64421,0.64422,737,4,0,737
2025-05-29 15:30:00,0.64422,0.64546,0.64406,0.64541,1201,4,0,1201
2025-05-29 15:45:00,0.64541,0.64567,0.6451,0.64556,1205,4,0,1205
2025-05-29 16:00:00,0.64556,0.64577,0.64502,0.64509,1102,4,0,1102
2025-05-29 16:15:00,0.64509,0.646,0.64495,0.64582,716,4,0,716
2025-05-29 16:30:00,0.64587,0.64587,0.6442,0.64421,944,4,0,944
2025-05-29 16:45:00,0.6442,0.64427,0.64335,0.64359,942,4,0,942
