time,open,high,low,close,tick_volume,spread,real_volume
1754416320,1.15561,1.15579,1.15561,1.15576,68,0,0
1754416380,1.15577,1.15608,1.15575,1.15608,190,0,0
1754416440,1.1561,1.15643,1.1561,1.15627,144,0,0
1754416500,1.15626,1.15653,1.15588,1.15598,188,0,0
1754416560,1.15601,1.15641,1.15595,1.15641,112,0,0
1754416620,1.1564,1.15659,1.15609,1.1565699999999999,154,0,0
1754416680,1.15656,1.15662,1.15648,1.1565,127,0,0
1754416740,1.15649,1.15659,1.15647,1.15651,106,0,0
1754416800,1.15652,1.15667,1.15647,1.15663,142,0,0
1754416860,1.15664,1.15667,1.15656,1.1566,42,0,0
